Name	Score	Pentamer count	Pentamer position	AU-block position	Sequence length
TRIM2	32.35	23	263 412 1076 1311 1459 1464 1502 1720 1759 1799 1846 1852 1993 2007 2250 2295 2611 2679 3102 3427 3435 3498 4150	73...112 125...262 263...434 482...559 725...776 1065...1115 1134...1228 1302...1347 1372...1562 1657...1912 1913...2031 2173...2273 2279...2490 2530...2656 2664...2767 2769...2864 3015...3151 3278...3408 3409...3462 3463...3744 3756...4185 4237...4353	4354
HSPB3	0	0		87...141	142
STEAP3	3.6	3	186 272 384	170...300 2241...2313	2314
PAK6	0	0		969...1002 1211...1254 1329...1390	1391
DDAH1	10.4	8	280 311 1185 1202 2451 2500 2534 2722	106...160 233...417 462...501 799...838 913...964 1037...1090 1157...1284 1431...1574 1625...1693 1694...1772 1795...1847 1848...1890 1993...2199 2322...2652 2707...2809	2967
OTUD4	7.8	6	304 1596 1661 2850 3017 3269	50...102 240...491 577...626 632...788 800...956 1026...1133 1251...1435 1438...1525 1580...1640 1655...1760 1839...1872 1936...2013 2070...2175 2285...2333 2334...2384 2428...2589 2834...2876 3003...3101 3141...3280 3281...3320 3321...3357 3400...3731 3733...3780	3781
GAS2L1	1.3	1	182	176...219	288
TIPARP	15.1	10	195 319 391 395 399 608 1172 1264 1377 1584	10...70 120...224 282...340 381...441 472...559 617...779 890...971 1039...1078 1256...1368 1446...1634	1635
SAMD13	1.3	1	47	25...163	248
RIOX2	5.2	4	235 277 598 713	15...67 205...260 269...444 446...508 585...768 770...832	833
RFX3	44.0999999999999	32	63 290 412 609 992 1072 1363 1554 1784 1821 2048 2115 2229 2491 2532 2550 2603 2942 2973 2982 3061 3567 4329 4333 4484 4729 4733 5296 5329 6145 6230 6357	0...87 160...430 491...571 646...791 845...900 977...1103 1251...1344 1371...1421 1423...1489 1503...1607 1737...1961 2004...2256 2358...2448 2499...2629 2687...3179 3212...3337 3370...3532 3544...3624 3639...3877 3943...3992 4185...4319 4320...4408 4439...4598 4653...4790 4848...4879 4904...4983 5291...5360 5402...5455 5460...5620 5673...5942 6010...6072 6095...6199 6217...6496 6548...6670 6676...6739	6740
SYT12	0	0			2106
TONSL	0	0		166...196	335
ARFGEF3	32.9	26	368 467 1141 1159 1287 1372 1466 1960 2971 3023 4674 5032 5125 5158 6063 6138 6341 6701 6738 6825 6871 7029 7091 7881 7900 8083	210...296 331...408 495...639 646...700 920...986 1026...1103 1133...1403 1425...1510 1669...1883 1947...2034 2143...2181 2302...2389 2410...2446 2522...2554 2993...3141 3268...3311 3352...3416 3443...3478 3574...3607 3731...3896 3912...3949 4327...4360 4403...4627 4649...4707 4737...4833 5063...5099 5100...5222 5251...5393 5688...5720 5740...5796 5965...6206 6228...6410 6415...6455 6462...6579 6589...6617 6628...6955 6960...7125 7160...7203 7307...7427 7454...7491 7499...7627 7661...7806 7853...8004 8012...8176	8177
RASD2	1	1	1090	1377...1439	1969
BCL2	19	13	198 221 251 255 259 755 1731 1847 2124 3346 3418 4285 4322	41...97 98...147 208...284 695...739 740...786 787...824 1467...1553 1574...1952 2173...2211 2441...2537 2633...2726 2770...2799 2860...2983 3035...3072 3418...3478 3486...3565 3611...3721 3722...3862 3877...4016 4025...4069 4277...4348 4353...4499 4702...4789 4890...5089 5235...5278	5279
NFKB2	1.3	1	66	50...85	148
PCDH7	5.2	4	75 101 413 524	14...125 135...204 229...330 345...667	668
FZD2	0	0		61...146 158...183	184
HCRTR2	1.3	1	3	0...137	138
SLC2A3	3.6	3	469 586 713	165...207 451...539 550...665 825...989 1105...1275 1296...1332 1507...1546 1805...1834 1967...2031 2111...2182	2183
JAKMIP2	1.3	1	230	150...203 204...344	345
MAP3K14	0	0			1515
KL	3.9	3	355 574 1851	3...166 167...295 306...433 553...659 857...930 1008...1125 1272...1338 1352...1613 1623...1762 1793...1942	1959
SLC40A1	6.2	5	401 507 691 788 911	154...193 194...649 719...758 787...845 890...1149 1232...1298	1299
NOVA2	1.3	1	3282	289...432 3158...3194 3273...3319 3462...3541 5054...5099 5230...5266	6129
NKX6-1	7.9	6	569 930 941 984 1069 1188	137...186 550...631 666...712 925...967 1051...1234 1264...1301	1302
FAM198A	4.3	4	201 838 1013 1107	446...619 659...759 826...881 1181...1297	1298
SH2B2	0	0			81
MAFK	5.9	5	1833 2283 2304 2487 2597	1841...1954 2253...2333 2473...2549 2639...2667	2668
EFNA4	0	0		493...560	564
ZNF284	6.9	6	11 99 114 1015 1035 2197	26...209 325...376 492...543 808...851 1083...1247 1423...1598 1723...1750 1851...1893 2032...2087 2153...2238	2353
ZNF605	9.1	7	146 1699 2205 2509 2767 2801 3113	145...207 280...577 639...678 1109...1147 1159...1248 1268...1417 1418...1571 1592...1655 1681...1720 1746...1831 1859...1908 1922...2013 2042...2176 2178...2304 2496...2531 2696...2843 2882...2976 2994...3088 3097...3175 3210...3246 3265...3293 3506...3559 3670...3715 3781...3910	3911
TTLL1	0	0		181...229 1220...1270	1271
P2RX5-TAX1BP3	10.5	9	163 734 1129 2129 2437 2801 2848 3519 4309	264...344 634...673 731...765 799...847 977...1016 1114...1189 1318...1354 1457...1497 1561...1605 1727...1767 1898...2016 2188...2228 2254...2292 2429...2468 2577...2646 2798...2836 2837...2874 2938...2966 4378...4416	4417
DUSP5	0	0		35...94 954...1006 1064...1117	1118
ID1	1.3	1	404	239...295 310...381 382...420	421
THADA	0	0		61...108	112
TNXB	0	0			194
STPG1	4.3	4	421 1061 1273 1526	1494...1542	1543
DUSP2	3.6	3	532 598 641	582...656	657
TIMM22	2.6	2	2373 2498	482...520 549...604 1049...1095 1477...1508 2361...2394 2453...2496 2497...2582	2583
TOMM34	1.3	1	908	792...932 936...978	979
KIF18B	1	1	1240	590...640 764...803 936...968 1095...1135 1529...1561 1575...1690	1691
TMEM117	5	4	56 776 786 853	38...128 149...197 313...495 527...614 665...736 852...929 985...1085	1086
ADAM19	5.6	5	1094 1882 2892 3194 3606	737...769 988...1028 2165...2241 2385...2418 2557...2608 2630...2671 2786...2868 3000...3026 3185...3226 3463...3530 3531...3587 3590...3644	3645
NUDT7	0	0		153...282 283...307	308
CHST11	14.4	11	35 136 294 304 750 946 1766 1858 1902 1983 2515	19...116 123...161 269...395 586...631 672...706 733...791 940...992 1037...1075 1624...1673 1738...1816 1844...1880 1901...1930 2198...2254 2445...2489 2509...2553 2961...3078 3082...3148 4009...4050 4165...4210	4211
GCK	0	0		824...864	865
DNMT3B	0	0		251...286 405...446 535...568 796...824 958...993 1081...1133 1248...1334 1370...1409 1415...1452	1453
DNAL4	1.3	1	893	887...940	941
ADRA2A	1	1	1289	415...448 472...509 764...827 941...979 1304...1423 1465...1512	1513
NPR1	0	0		549...577	578
TNNC2	0	0			134
AQP2	0	0		1443...1513 3122...3154 3235...3272	3273
EN1	1.3	1	303	291...344 355...430 468...497 706...765	767
GPCPD1	14.5	10	123 159 213 324 667 1052 1056 1181 2449 2933	108...188 197...449 476...517 598...808 849...946 966...1287 1330...1534 1558...1608 1656...1718 1953...1988 2342...2382 2386...2614 2926...2962 3183...3224	3257
ADAMTS9	3.9	3	228 244 598	131...429 430...657 763...798 1170...1223 1380...1472	1473
AGPAT3	2.6	2	2040 2056	76...166 311...369 971...1011 1409...1479 1976...2011 2031...2091 2092...2136 2252...2311 2354...2475 2956...3035 3736...3776 4094...4143	4144
WDR19	1	1	71	180...244 258...336	337
RGS4	0	0		60...98 149...193	256
RCSD1	6.6	6	359 375 391 632 1202 1386	257...295 417...594 616...662 945...987 1178...1228 1229...1266 1411...1503 1519...1551	1552
TMEM200A	3.9	3	475 713 1012	0...176 191...361 385...634 659...900 967...1005 1006...1058 1124...1162	1163
ZNF331	5.2	4	590 1962 2115 2206	72...138 403...516 517...694 838...887 1008...1059 1209...1320 1481...1521 1522...1677 1714...1745 1784...1908 1914...1987 2015...2060 2103...2167 2189...2316	2317
PIGV	2.8	2	321 333	47...79 105...142 193...271 314...375 459...553	554
PDE4C	0	0			385
PPP2R5A	4.6	4	206 538 868 1060	35...158 232...389 410...469 511...643 1015...1056 1059...1092	1093
GALNT5	11.7	9	629 663 727 822 1539 1607 1694 2469 2640	2...194 416...471 523...561 575...651 652...851 896...1043 1059...1092 1173...1259 1313...1359 1500...1960 2068...2132 2214...2259 2275...2415 2443...2608 2628...2732	2863
ZFP69B	3.6	3	42 311 1091	192...241 300...427 771...845 1016...1055 1083...1187 1189...1213	1214
IRS1	17.8	13	458 475 1297 1509 2409 2466 3039 3175 3179 4316 4555 4665 4738	74...135 144...294 353...389 396...443 444...550 625...751 752...950 1006...1063 1116...1176 1188...1238 1255...1330 1343...1381 1424...1598 1893...2144 2174...2217 2297...2431 2754...2814 3028...3208 3442...3479 3661...3843 4153...4224 4409...4518 4530...4603 4659...4721 4722...4954	4955
RAI14	6.2	5	442 519 1375 1733 1803	428...713 817...953 954...1033 1253...1319 1370...1397 1526...1609 1662...1701 1750...1861	1862
CYP1A1	1.3	1	854	715...745 753...823 841...946	947
ESYT3	7.5	6	99 151 188 338 1250 1378	17...379 460...500 556...671 850...956 1265...1413 1509...1559	1560
TLCD2	2.3	2	2755 3264	571...626 745...782 918...1019 1145...1185 1608...1641 1772...1814 2018...2072 2261...2319 2874...2907 3044...3094 3259...3306 3483...3569 3690...3739 3823...4037 4163...4200 4328...4397 4693...4731 4914...4979	4980
BAMBI	6.7	5	88 323 336 367 388	82...245 275...411 412...475 476...537	538
FOXB1	2.6	2	955 1424	720...805 943...1031 1228...1267 1280...1355 1371...1406 1408...1499	1500
PAQR8	11.8	10	148 289 1412 1841 1933 2243 2889 2947 3056 3179	81...142 155...224 451...490 706...766 781...818 1444...1740 1837...1893 1923...2015 2098...2135 2224...2268 2269...2318 2447...2483 2583...2630 2659...2834 2901...2986 3055...3103 3164...3218 3394...3498	3499
CTSV	0	0		47...290	291
NR0B1	0	0		65...212 218...372	373
PLCB3	0	0		62...134 307...364	365
EFCAB7	4.1	3	41 53 109	0...176	177
SMAD9	8.5	7	1089 1365 1425 2876 3006 3399 3531	82...182 347...437 440...560 607...646 670...727 1135...1183 1190...1271 1281...1322 1348...1549 1569...1709 1732...1767 1817...2010 2169...2218 2336...2375 2494...2568 2696...2745 2777...3003 3022...3119 3210...3299 3327...3391 3399...3511 3526...3788 3805...3844	3845
PCDH18	8.2	6	99 212 223 597 1084 1151	16...86 89...295 362...399 400...520 548...676 720...898 899...963 964...1047 1048...1176 1198...1325	1326
C3orf52	6.6	5	856 1167 1354 1526 1536	287...341 695...735 737...774 849...941 1033...1067 1353...1563	1564
KCNE3	5.9	5	433 1068 1094 2074 2347	200...234 367...405 618...704 887...940 1059...1124 1334...1373 1500...1591 1695...1860 2065...2187 2382...2410	2411
SENP7	0	0			76
RGL1	12.9	9	113 250 1007 1474 1957 1983 2014 2066 2070	170...369 490...529 797...865 992...1097 1137...1178 1199...1280 1431...1506 1518...1569 1864...1909 1952...2116 2176...2214	2239
DLGAP4	0	0		14...67 175...257 435...477 1018...1073 1074...1103 1174...1226	1606
PLD6	9.7	4	756 760 764 768	63...168 734...799 926...968 1072...1156 1323...1374 1565...1664 1746...1771	1772
ZBED1	1.3	1	2151	272...310 819...940 1083...1115 1418...1450 2096...2133 2149...2206	2221
LIF	10.25	7	1062 1079 2676 2683 3099 3115 3124	1051...1111 2670...2732 3080...3203	3204
PHLDA1	18	14	220 305 315 465 708 904 1523 1818 2694 2739 2881 3330 4147 4608	206...281 282...450 451...527 528...766 867...944 1038...1267 1511...1555 1561...1770 1814...2012 2033...2226 2227...2260 2326...2372 2502...2538 2692...2905 2910...3011 3026...3117 3393...3430 3456...3669 3670...3739 3771...3810 3871...4112 4404...4450 4455...4495 4534...4671	4672
OXTR	6.2	5	862 1195 1754 1968 2083	292...361 576...719 782...997 1075...1133 1185...1231 1463...1660 1695...1940 1956...1999 2140...2230 2236...2281 2381...2419 2480...2568	2569
APOB	1.3	1	19	0...105 207...264 271...300	301
CDC25C	0	0		88...122 377...426	427
CYP11B2	0	0		1400...1420	1421
ETS2	9.25	7	503 527 621 668 674 1120 1774	335...378 440...639 649...700 719...772 806...853 863...1004 1056...1118 1134...1243 1786...1825 1987...2065	2066
IFFO2	3.3	3	1689 3107 4152	610...643 695...766 1359...1398 1401...1438 1608...1656 1721...1750 1936...1984 2165...2202 2644...2702 2706...2735 2892...2968 3072...3178 4238...4279	4280
NRP2	5.6	5	548 607 698 1411 3048	51...113 291...361 473...512 880...945 1405...1517 1690...1727 1735...1765 1871...1952 2970...3074	3075
AC010642.1	0	0		335...367 368...418 420...549 2797...2836 3296...3346	3697
TMEM87B	12.9	10	528 895 1130 1327 1610 2402 2414 2740 2979 3004	70...159 184...258 321...438 481...551 560...604 835...1121 1125...1260 1284...1436 1516...1585 1641...1675 1711...1750 2386...2703 2737...2951 2957...3097 3098...3174	3175
AFAP1L1	1.3	1	1499	507...541 627...687 843...882 901...964 1099...1141 1494...1541 1728...1771	1772
ZNF382	5.2	4	266 599 645 987	6...69 155...338 401...449 460...568 589...670 866...909 934...1009	1017
NUDT12	25.3	16	25 611 619 841 849 854 936 1112 1263 1408 1413 1453 1457 1554 1584 1806	10...226 270...448 449...517 593...646 657...696 697...817 837...1194 1195...1335 1349...1889 1966...2005	2006
ZNF467	3.6	3	97 257 305	92...146 284...317	318
FGF20	0	0			94
PALM2	9.1	7	1393 1487 1711 2077 2114 2170 2557	426...465 728...973 1133...1240 1283...1349 1382...1896 1975...2018 2074...2358 2435...2612 2817...2858 2878...2991 3091...3134 3254...3277	3278
PDP1	14.75	11	38 104 420 469 903 1038 1721 2134 2161 2196 2202	20...139 405...608 610...659 660...818 895...1013 1044...1165 1236...1386 1409...1437 1552...1593 1594...1700 1709...1787 1800...1834 1837...1909 1910...1952 2050...2096 2099...2364	2389
THAP8	0	0		415...454	455
CGA	1	1	211	42...121 230...257	258
MYOT	6.7	5	127 139 256 271 454	30...176 232...465	466
DAPP1	5.2	4	555 676 1428 2021	98...137 205...249 554...726 763...836 849...1055 1150...1259 1272...1350 1410...1581 1684...1724 1856...2081	2082
ZNF641	4.6	4	503 1614 1781 2295	176...215 328...448 709...755 836...881 1571...1649 1677...1757 1857...1895 2256...2317 2360...2442 2611...2678 2813...2849 2852...2889 2917...2953	2965
HOXB13	2.3	2	1434 1547	358...399 1538...1570	2027
IL6R	6.6	6	1759 1799 1977 2009 2990 4025	634...723 973...1024 1025...1075 1176...1209 1299...1338 1467...1577 1733...1786 2023...2070 2349...2397 2463...2503 2644...2782 3056...3121 3755...3794 3879...3973 3984...4069	4070
CCNB3	3.9	3	39 126 179	36...206	207
NCEH1	7.25	5	767 773 910 1048 2605	68...100 141...219 367...409 652...683 684...734 758...1294 1718...1829 1830...1882 2068...2207 2208...2242 2388...2694 2698...2760 2784...2823 3192...3225	3226
PPARG	4.65	3	77 155 162	71...198	199
BBS10	7.9	6	369 775 888 897 1017 1238	0...69 98...146 149...199 353...392 393...590 624...752 819...1338	1339
NFIL3	1	1	24	58...97 149...188 214...300	301
CITED1	0	0		36...82	83
FCGBP	0	0		132...163	164
MOB4	0	0		13...169	170
DCUN1D3	16.6	13	298 490 518 578 649 1139 1208 1686 1811 2546 2578 3727 4937	166...215 293...357 389...429 475...586 759...814 848...942 1016...1085 1121...1173 1201...1245 1297...1411 1430...1463 1673...1728 1772...1872 1968...2084 2185...2215 2265...2316 2517...2563 2569...2635 3034...3074 3322...3351 3354...3419 3608...3647 3694...3765 3801...3838 4103...4137 4284...4323 4776...4829 4841...4935 4936...4960	4961
MIS18BP1	5.2	4	339 588 664 879	0...173 174...368 387...455 471...537 538...861 870...918	919
AKNA	3.3	3	836 1597 1768	306...372 810...872 873...932 1230...1301 1425...1463	2898
SLC10A4	1.3	1	47	31...69 70...211 220...256	257
RAB26	0	0			744
SLC7A14	18.3	15	2850 2987 3270 3844 4086 4165 4190 4558 6142 6257 6568 6866 7071 7101 7158	203...268 485...546 682...724 848...901 920...988 1103...1149 1197...1311 1366...1433 1584...1630 1764...1935 1936...2022 2029...2116 2256...2290 2406...2481 2482...2560 2614...2673 2682...2725 2742...2782 2822...2946 2981...3018 3044...3124 3135...3176 3256...3383 3517...3594 3695...3735 3863...3898 4077...4130 4140...4298 4305...4347 4510...4546 4597...4672 4923...4993 5351...5386 5534...5635 5698...5756 5952...5991 6117...6166 6284...6320 6354...6407 6767...6981 6991...7470	7471
SLC1A5	1.3	1	621	586...626	627
LYSMD2	3.35	2	302 310	13...139 171...215 252...368	369
MAFA	2.6	2	462 951	435...512 836...904 931...1010 1232...1284	1285
GET4	2.3	2	726 942	712...798 867...920	1012
PLCXD2	36.3	21	11 141 550 805 1102 1300 1304 1308 1312 1316 1320 1324 1328 1785 1955 2522 2721 3072 3820 4540 4868	0...52 180...224 712...754 792...837 1238...1294 1295...1363 1738...1776 1777...1816 1943...1979 2206...2268 2454...2514 2718...2769 2776...2817 3046...3109 3290...3337 3344...3442 3460...3505 3535...3632 3859...3920 4077...4105 4525...4601 4712...4787 4788...4898 4967...5003 5124...5159 5196...5227 5303...5809 5810...6113	6114
UQCRHL	0	0		73...118 159...204	205
SAC3D1	0	0		74...99	100
ZBTB20	63.3999999999999	52	79 750 1060 2230 2266 2923 3310 3666 3760 3825 3900 4977 5290 7009 7099 7372 7399 8523 9441 10271 10752 11202 11282 11456 11647 11855 12108 12292 12365 12642 13734 14368 14481 14575 14662 15317 15821 16234 16631 16818 17086 17622 18675 19111 19636 19831 20067 20972 21444 24084 24117 24141	16...197 305...375 376...433 824...964 985...1027 1036...1150 1152...1235 1255...1354 1399...1448 1449...1664 1822...1873 1874...1914 2005...2048 2057...2097 2136...2293 2321...2453 2466...2552 2609...2699 2720...2870 2871...2990 3323...3380 3477...3688 3689...3865 3882...4026 4027...4097 4099...4222 4368...4518 4653...4690 4802...4833 4842...4893 5019...5082 5102...5188 5274...5374 5751...5802 5885...5957 6063...6101 6121...6165 6243...6313 6314...6444 6525...6584 6588...6756 6913...6960 6997...7062 7073...7124 7426...7465 7589...7642 7890...7992 8129...8164 8220...8319 8352...8714 8733...8930 8996...9039 9134...9226 9260...9412 9521...9581 9696...9724 9791...9827 9998...10127 10254...10326 10354...10395 10465...10526 10550...10684 10730...10941 11087...11139 11267...11329 11337...11424 11445...11600 11621...11676 11850...11882 11926...12026 12079...12150 12277...12443 12525...12666 12668...12830 12868...12968 13093...13313 13414...13498 13572...13658 13745...13795 13822...13924 13968...14028 14050...14106 14179...14401 14407...14445 14466...14530 14570...14600 14625...14723 14741...14928 15028...15076 15306...15362 15660...15694 15772...15972 16080...16110 16113...16181 16182...16378 16394...16503 16509...16545 16694...16773 17069...17118 17275...17372 17389...17476 17772...17860 17862...17902 17990...18046 18098...18257 18268...18483 18513...18602 18603...18653 18654...18791 18792...18934 18974...19042 19095...19251 19501...19564 19626...19672 19689...19889 19890...19996 20028...20126 20191...20239 20241...20311 20842...20927 21264...21337 21371...21436 21528...21566 21746...21782 21803...21845 22256...22378 22431...22617 22646...22689 22797...22901 23000...23076 23704...23742 23911...24000 24006...24082 24101...24503	24504
TP53INP2	1.3	1	3117	2070...2122 2165...2214 2215...2264 2340...2394 2471...2513 3073...3131	3132
HLF	12.1	10	598 614 911 1366 1806 2521 2704 3688 3830 4111	567...724 798...853 1012...1191 1209...1329 1353...1600 1602...1645 1649...1696 1786...1888 1964...2133 2312...2388 2444...2545 2577...2672 2696...2730 2960...3055 3072...3135 3558...3634 3806...3862 3871...3909 3968...4046 4144...4185	4186
GFI1B	0	0		612...636	637
CBARP	1.3	1	2480	2476...2502 2575...2605	2606
SPRY2	2.6	2	619 655	1...123 266...414 417...704 735...781	782
TMEM74	3.9	3	58 80 156	30...204 259...350 397...541 542...643	644
NUDT18	0	0			1233
